formula,name,category,information,Reference,Hydrogen_storage,optimum_Hydrogen_storage,method,image
La0.5Nd0.5Ni4.8Al0.1Li0.1,La0.5Nd0.5Ni4.8Al0.1Li0.1,,LaNi5 P6/mmm (191),"1. Int. J. hydrogen energy 2009, 34, 913-915.","293 K, 2 MPa, 5.8 (H/M)",,Arc melting,[]
La0.5Pr0.5Ni4.8Al0.1Li0.1,La0.5Pr0.5Ni4.8Al0.1Li0.1,,LaNi5 P6/mmm (191),"1. Int. J. hydrogen energy 2009, 34, 913-915.","293 K, 2 MPa, 5.4 (H/M)",,Arc melting,[]
LaNi4.8Al0.1Li0.1,LaNi4.8Al0.1Li0.1,,LaNi5 P6/mmm (191),"1. Int. J. hydrogen energy 2009, 34, 913-915.","293 K, 2 MPa, 6.4 (H/M)",,Arc melting,[]
La0.5Ce0.5Ni4.8Al0.1Li0.1,La0.5Ce0.5Ni4.8Al0.1Li0.1,,LaNi5 P6/mmm (191),"1. Int. J. hydrogen energy 2009, 34, 913-915.","293 K, 2 MPa, 4.3 (H/M)",,Arc melting,['http://www.hydrsm.csdb.cn/chuqing/00483g1.png']
MmNi3.6Al0.4Co0.7Mn0.3,MmNi3.6Al0.4Co0.7Mn0.3,,LaNi5 P6/mmm (191),"1. J. Alloys Compd. 2009, 467 124-129.","301 K, 290 mAh/g",,melting,['http://www.hydrsm.csdb.cn/chuqing/00481g1.png']
Ti0.8Zr0.2V2.5Mn0.5Cr0.8Ni1.0Fe0.2,Ti0.8Zr0.2V2.5Mn0.5Cr0.8Ni1.0Fe0.2,,"C14 Laves phase (P63/mmc) a = 4.872 ?, c = 7.932 ? BCC cubic (Im3m) a = 2.976 ?","1. J. Alloys Compd, 2008, 463, 189-195.","303 K, 320 mAh/g",,,['http://www.hydrsm.csdb.cn/chuqing/00540g1.png']
Ti0.8Zr0.2V2.7Mn0.5Cr0.8Ni1.0,Ti0.8Zr0.2V2.7Mn0.5Cr0.8Ni1.0,,"C14 Laves phase (P63/mmc) a = 4.873 ?, c = 7.936 ? BCC cubic (Im3m) a = 2.980 ?","1. J. Alloys Compd, 2008, 463, 189-195.","303 K, 360.2 mAh/g",,inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00538g1.png']
Ti0.8Zr0.2V2.6Mn0.5Cr0.8Ni1.0Fe0.1,Ti0.8Zr0.2V2.6Mn0.5Cr0.8Ni1.0Fe0.1,,"C14 Laves phase (P63/mmc) a = 4.872 ?, c = 7.933 ? BCC cubic (Im3m) a = 2.974 ?","1. J. Alloys Compd, 2008, 463, 189-195.","303 K, 350 mAh/g",,inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00539g1.png']
(Ti33V33Cr34)99.5Pd0.5,(Ti33V33Cr34)99.5Pd0.5,,BCC cubic (Im3m) a = 3.0629 ?,"1. J. Alloys Compd, 2008, 464, 467-471.","353 K, 55 bar, 3.42 wt%",3.42,arc melting,"['http://www.hydrsm.csdb.cn/chuqing/00537g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00537g2.png']"
(Ti33V33Cr34)99.95Pd0.05,(Ti33V33Cr34)99.95Pd0.05,,BCC cubic (Im3m) a = 3.0628 ?,"1. J. Alloys Compd, 2008, 464, 467-471.","353 K, 55 bar, 3.32 wt%",3.32,arc melting,['http://www.hydrsm.csdb.cn/chuqing/00536g1.png']
Ti33V33Cr34,Ti33V33Cr34,,BCC cubic (Im3m) a = 3.0596 ?,"1. J. Alloys Compd, 2008, 464, 467-471.","353 K, 55 bar, 3.38 wt%",3.38,arc melting,"['http://www.hydrsm.csdb.cn/chuqing/00535g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00535g2.png']"
Ti20.5Zr13.0V14.0Ni24.5Cr10.5Mn15.6Co1.5Al0.4,Ti20.5Zr13.0V14.0Ni24.5Cr10.5Mn15.6Co1.5Al0.4,,"C14 Laves phase (P63/mmc) a = 4.942 ?, c = 8.068 ?","1. J. Alloys Compd, 2008, 464, 238-247.","303 K, 10 atm, 1.6 wt%",1.6,arc melting,['http://www.hydrsm.csdb.cn/chuqing/00534g1.png']
Ti19.5Zr14.0V14.0Ni24.5Cr10.5Mn15.6Co1.5Al0.4,Ti19.5Zr14.0V14.0Ni24.5Cr10.5Mn15.6Co1.5Al0.4,,"C14 Laves phase (P63/mmc) a = 4.943 ?, c = 8.068 ?","1. J. Alloys Compd, 2008, 464, 238-247.","303 K, 10 atm, 1.58 wt%",1.58,arc melting,[]
Ti20.0Zr13.5V14.0Ni24.5Cr10.5Mn15.6Co1.5Al0.4,Ti20.0Zr13.5V14.0Ni24.5Cr10.5Mn15.6Co1.5Al0.4,,"C14 Laves phase (P63/mmc) a = 4.946 ?, c = 8.071 ?","1. J. Alloys Compd, 2008, 464, 238-247.","303 K, 10 atm, 1.68 wt%",1.68,arc melting,[]
Ti19.0Zr14.5V14.0Ni24.5Cr10.5Mn15.6Co1.5Al0.4,Ti19.0Zr14.5V14.0Ni24.5Cr10.5Mn15.6Co1.5Al0.4,,"C14 Laves phase (P63/mmc) a = 4.947 ?, c = 8.073 ?","1. J. Alloys Compd, 2008, 464, 238-247.","303 K, 10 atm, 1.63 wt%",1.63,arc melting,[]
Ti18.5Zr15.0V14.0Ni24.5Cr10.5Mn15.6Co1.5Al0.4,Ti18.5Zr15.0V14.0Ni24.5Cr10.5Mn15.6Co1.5Al0.4,,"C14 Laves phase (P63/mmc) a = 4.948 ?, c = 8.073 ?","1. J. Alloys Compd, 2008, 464, 238-247.","303 K, 10 atm, 1.6 wt%",1.6,arc melting,[]
Ti18.0Zr15.5V14.0Ni24.5Cr10.5Mn15.6Co1.5Al0.4,Ti18.0Zr15.5V14.0Ni24.5Cr10.5Mn15.6Co1.5Al0.4,,"C14 Laves phase (P63/mmc) a = 4.955 ?, c = 8.081 ?","1. J. Alloys Compd, 2008, 464, 238-247.","303 K, 10 atm, 1.70 wt%",1.7,arc melting,[]
Ti17.5Zr16.0V14.0Ni24.5Cr10.5Mn15.6Co1.5Al0.4,Ti17.5Zr16.0V14.0Ni24.5Cr10.5Mn15.6Co1.5Al0.4,,"C14 Laves phase (P63/mmc) a = 4.955 ?, c = 8.092 ?","1. J. Alloys Compd, 2008, 464, 238-247.","303 K, 10 atm, 1.73wt%",1.73,arc melting,[]
Ti16.5Zr17.0V14.0Ni24.5Cr10.5Mn15.6Co1.5Al0.4,Ti16.5Zr17.0V14.0Ni24.5Cr10.5Mn15.6Co1.5Al0.4,,"C14 Laves phase (P63/mmc) a = 4.964 ?, c = 8.920 ?","1. J. Alloys Compd, 2008, 464, 238-247.","303 K, 10 atm, 1.78 wt%",1.78,arc melting,[]
Ti17.0Zr16.5V14.0Ni24.5Cr10.5Mn15.6Co1.5Al0.4,Ti17.0Zr16.5V14.0Ni24.5Cr10.5Mn15.6Co1.5Al0.4,,"C14 Laves phase (P63/mmc) a = 4.958 ?, c = 8.100 ?","1. J. Alloys Compd, 2008, 464, 238-247.","303 K, 10 atm, 1.78 wt%",1.78,arc melting,[]
Co1.669B,Co1.669B,,,"1. Electrochemistry Communications 2008, 10, 1486-1489.","room temperature, 550 mAh/g",,chemical reduction + 773K annealing for 4h,['http://www.hydrsm.csdb.cn/chuqing/00525g1.png']
Co1.679B,Co1.679B,,,"1. Electrochemistry Communications 2008, 10, 1486-1489.","room temperature, 480 mAh/g",,chemical reduction + 673K annealing for 4h,['http://www.hydrsm.csdb.cn/chuqing/00524g1.png']
Co1.666B,Co1.666B,,,"1. Electrochemistry Communications 2008, 10, 1486-1489.","room temperature, 450 mAh/g",,chemical reduction + 573K annealing for 4h,"['http://www.hydrsm.csdb.cn/chuqing/00523g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00523g2.png']"
MmNi4.07Mn0.63Al0.2Cr0.4,MmNi4.07Mn0.63Al0.2Cr0.4,,"LaNi5, hexagonal a = 5.019 ?, c = 4.080 ?","1. J. Alloys Compd, 2008, 465, 517-521.","313 K, 10 bar, 4.6 (H/M)",,inductive melting + Rapid quenching,[]
Co1.671B,Co1.671B,,,"1. Electrochemistry Communications 2008, 10, 1486-1489.","room temperature, 520 mAh/g",,chemical reduction,"['http://www.hydrsm.csdb.cn/chuqing/00522g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00522g2.png']"
(Ti0.16Zr0.05Cr0.22V0.57)0.95Cu0.05,(Ti0.16Zr0.05Cr0.22V0.57)0.95Cu0.05,,"ZrO2 a = 5.1546(32) ?, b = 5.1793(36) ?, c = 5.3216(56) ? ZrCr2 a = 5.2024(20) ?, c = 8.5215(49) ? BCC cubic (Im3m) a = 3.02537(7)?","1. Materials Chemistry and Physics, 2008, 112, 686-689.","293 K, 5 MPa, 3.305 wt%",3.305,arc melting,['http://www.hydrsm.csdb.cn/chuqing/00500g1.png']
Ti0.16Zr0.05Cr0.22V0.57,Ti0.16Zr0.05Cr0.22V0.57,,"ZrO2 a = 4.9335(22) ?, b = 5.3200(22) ?, c = 5.6252(95) ? ZrCr2 a = 5.2263(36) ?, c = 8.7044(19) ? BCC cubic (Im3m) a = 3.03362(6) ?","1. Materials Chemistry and Physics, 2008, 112, 686-689.","293 K, 5 MPa, 3.352 wt%",3.352,arc melting,['http://www.hydrsm.csdb.cn/chuqing/00498g1.png']
(Ti0.16Zr0.05Cr0.22V0.57)0.97Cu0.03,(Ti0.16Zr0.05Cr0.22V0.57)0.97Cu0.03,,ZrO2 ZrCr2 BCC cubic (Im3m),"1. Materials Chemistry and Physics, 2008, 112, 686-689.","293 K, 5 MPa, 3.154 wt%",3.154,arc melting,['http://www.hydrsm.csdb.cn/chuqing/00499g1.png']
La0.7Mg0.3(Ni0.9Co0.1)3.8,La0.7Mg0.3(Ni0.9Co0.1)3.8,,"(La, Mg)2Ni7, hexagonal a = 4.917 ?, c = 24.399 ? LaNi5, hexagonal a = 5.026 ?, c = 3.996 ?","1. J. Power Sources, 2008, 185, 1519-1523.","293 K, 344.1 mAh/g",,inductive melting + annealing treatment at 1173K for 6 h,['http://www.hydrsm.csdb.cn/chuqing/00497g1.png']
La0.7Mg0.3(Ni0.9Co0.1)3.7,La0.7Mg0.3(Ni0.9Co0.1)3.7,,"(La, Mg)2Ni7, hexagonal a = 4.922 ?, c = 24.414 ? LaNi5, hexagonal a = 5.031 ?, c = 4.002 ?","1. J. Power Sources, 2008, 185, 1519-1523.","293 K, 375 mAh/g",,inductive melting + annealing treatment at 1173K for 6 h,['http://www.hydrsm.csdb.cn/chuqing/00496g1.png']
La0.7Mg0.3(Ni0.9Co0.1)3.4,La0.7Mg0.3(Ni0.9Co0.1)3.4,,"(La, Mg)Ni3, rhombohedral a = 5.014 ?, c = 24.434 ? (La, Mg)2Ni7, hexagonal a = 4.961 ?, c = 24.485 ?","1. J. Power Sources, 2008, 185, 1519-1523.","293 K, 390 mAh/g",,inductive melting + annealing treatment at 1173K for 6 h,['http://www.hydrsm.csdb.cn/chuqing/00494g1.png']
La0.7Mg0.3(Ni0.9Co0.1)3.3,La0.7Mg0.3(Ni0.9Co0.1)3.3,,"(La, Mg)Ni3, rhombohedral a = 5.024 ?, c = 24.456 ? (La, Mg)2Ni7, hexagonal a = 4.973 ?, c = 24.504 ?","1. J. Power Sources, 2008, 185, 1519-1523.","293 K, 385 mAh/g",,inductive melting + annealing treatment at 1173K for 6 h,['http://www.hydrsm.csdb.cn/chuqing/00493g1.png']
La0.7Mg0.3(Ni0.9Co0.1)3.5,La0.7Mg0.3(Ni0.9Co0.1)3.5,,"(La, Mg)Ni3, rhombohedral a = 5.006 ?, c = 24.416 ? (La, Mg)2Ni7, hexagonal a = 4.95 ?, c = 24.463 ?","1. J. Power Sources, 2008, 185, 1519-1523.","293 K, 392.1 mAh/g",,inductive melting + annealing treatment at 1173K for 6 h,['http://www.hydrsm.csdb.cn/chuqing/00495g1.png']
La0.7Mg0.3(Ni0.9Co0.1)3.1,La0.7Mg0.3(Ni0.9Co0.1)3.1,,"(La, Mg)Ni3, rhombohedral a = 5.050 ?, c = 24.505 ? (La, Mg)2Ni7, hexagonal a = 4.995 ?, c = 24.542 ?","1. J. Power Sources, 2008, 185, 1519-1523.","293 K, 375 mAh/g",,inductive melting + annealing treatment at 1173K for 6 h,['http://www.hydrsm.csdb.cn/chuqing/00492g1.png']
La0.7Mg0.3(Ni0.9Co0.1)3,La0.7Mg0.3(Ni0.9Co0.1)3,,"(La, Mg)Ni3, rhombohedral a = 5.062 ?, c = 24.528 ?","1. J. Power Sources, 2008, 185, 1519-1523.","293 K, 356.6 mAh/g",,inductive melting + annealing treatment at 1173K for 6 h,['http://www.hydrsm.csdb.cn/chuqing/00491g1.png']
La1.7Mg0.3Ni7.0,La1.7Mg0.3Ni7.0,,"(La, Mg)2Ni7 hexagonal, P63/mmc (194) a = 5.050 Å, c = 24.378 Å LaNi5 hexagonal, P6/mmm (191) a = 5.016 Å, c = 3.980 Å","1. J. Alloys Compd., 2007, 439, 181-188.","293 K, 5 atm, 0.86 wt%",,Inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00730g1.png']
Ti0.7Zr0.5V0.2Mn0.4Ni0.9Cr0.5,Ti0.7Zr0.5V0.2Mn0.4Ni0.9Cr0.5,,"C14 Laves, hexagonal NiTi, Cubic","1. Int. J. Hydrogen Energy, 2007, 32, 1716-1720.","Room temperature, 280 mAh/g",,Inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00726g1.png']
Mg0.9Al0.075Ce0.075Ni,Mg0.9Al0.075Ce0.075Ni,,amorphous structure Ni phase,"1. Int. J. Hydrogen Energy, 2007, 32, 1701-1706.","Room temperature, 322 mAh/g",,ball milling,['http://www.hydrsm.csdb.cn/chuqing/00725g1.png']
Ti0.7Zr0.3V0.2Mn0.4Ni0.9Cr0.5,Ti0.7Zr0.3V0.2Mn0.4Ni0.9Cr0.5,,"C14 Laves, hexagonal NiTi, Cubic","1. Int. J. Hydrogen Energy, 2007, 32, 1716-1720.","Room temperature, 105 mAh/g",,Inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00727g1.png']
Ti1.0V0.2Mn0.4Ni0.9Cr0.5,Ti1.0V0.2Mn0.4Ni0.9Cr0.5,,"C14 Laves, hexagonal NiTi, Cubic","1. Int. J. Hydrogen Energy, 2007, 32, 1716-1720.","Room temperature, 175 mAh/g",,Inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00728g1.png']
Ti0.5Zr0.5V0.2Mn0.4Ni0.9Cr0.5,Ti0.5Zr0.5V0.2Mn0.4Ni0.9Cr0.5,,"C14 Laves, hexagonal NiTi, Cubic","1. Int. J. Hydrogen Energy, 2007, 32, 1716-1720.","Room temperature, 25 mAh/g",,Inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00729g1.png']
Mg0.9Al0.075Ce0.025Ni,Mg0.9Al0.075Ce0.025Ni,,amorphous structure Ni phase,"1. Int. J. Hydrogen Energy, 2007, 32, 1701-1706.","Room temperature, 398.9 mAh/g",,ball milling,['http://www.hydrsm.csdb.cn/chuqing/00724g1.png']
Mg0.9Al0.08Ce0.02Ni,Mg0.9Al0.08Ce0.02Ni,,amorphous structure Ni phase,"1. Int. J. Hydrogen Energy, 2007, 32, 1701-1706.","Room temperature, 435.1 mAh/g",,ball milling,['http://www.hydrsm.csdb.cn/chuqing/00723g1.png']
Mg0.9Al0.09Ce0.01Ni,Mg0.9Al0.09Ce0.01Ni,,amorphous structure Ni phase,"1. Int. J. Hydrogen Energy, 2007, 32, 1701-1706.","Room temperature, 435.9 mAh/g",,ball milling,['http://www.hydrsm.csdb.cn/chuqing/00722g1.png']
Mg0.9A10.1Ni,Mg0.9A10.1Ni,,amorphous structure Ni phase,"1. Int. J. Hydrogen Energy, 2007, 32, 1701-1706.","Room temperature, 401.9 mAh/g",,ball milling,['http://www.hydrsm.csdb.cn/chuqing/00721g1.png']
La0.40Pr0.30Mg0.3Ni2.45Co0.75Mn0.1Al0.2,La0.40Pr0.30Mg0.3Ni2.45Co0.75Mn0.1Al0.2,,"(La,Mg)Ni3 rhombohedral R3-m (166) a = 5.058 Å, c = 24.778Å LaNi5 hexagonal, P6/mmm (191) a = 5.032 Å, c = 4.026 Å","1. Int. J. Hydrogen Energy, 2007, 32, 2949-2956.","303 K, 346.6mAh/g",,Inductive melting,[]
La1.3CaMg0.7Ni8.7(Al0.5W0.5)0.3,La1.3CaMg0.7Ni8.7(Al0.5W0.5)0.3,,"(La,Mg)Ni3 rhombohedral R3-m (166) a = 5.085 Å, c = 24.991 Å LaNi5 hexagonal, P6/mmm (191) a = 5.015 Å, c = 3.986 Å","1. Int. J. Hydrogen Energy, 2007, 32, 2488-2493.","303 K, 365.6 mAh/g",,Inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00710g1.png']
La0.55Pr0.15Mg0.3Ni2.45Co0.75Mn0.1Al0.2,La0.55Pr0.15Mg0.3Ni2.45Co0.75Mn0.1Al0.2,,"(La,Mg)Ni3 rhombohedral R3-m (166) a = 5.069 Å, c = 24.825Å LaNi5 hexagonal, P6/mmm (191) a = 5.047 Å, c = 4.030 Å","1. Int. J. Hydrogen Energy, 2007, 32, 2949-2956.","303 K, 356.8 mAh/g",,Inductive melting,[]
La0.50Pr0.20Mg0.3Ni2.45Co0.75Mn0.1Al0.2,La0.50Pr0.20Mg0.3Ni2.45Co0.75Mn0.1Al0.2,,"(La,Mg)Ni3 rhombohedral R3-m (166) a = 5.066 Å, c = 24.813Å LaNi5 hexagonal, P6/mmm (191) a = 5.042 Å, c = 4.030 Å","1. Int. J. Hydrogen Energy, 2007, 32, 2949-2956.","303 K, 354.1 mAh/g",,Inductive melting,[]
La0.45Pr0.25Mg0.3Ni2.45Co0.75Mn0.1Al0.2,La0.45Pr0.25Mg0.3Ni2.45Co0.75Mn0.1Al0.2,,"(La,Mg)Ni3 rhombohedral R3-m (166) a = 5.063 Å, c = 24.799Å LaNi5 hexagonal, P6/mmm (191) a = 5.040 Å, c = 4.029 Å","1. Int. J. Hydrogen Energy, 2007, 32, 2949-2956.","303 K, 349.7mAh/g",,Inductive melting,[]
La1.3CaMg0.7Ni9,La1.3CaMg0.7Ni9,,"(La,Mg)Ni3 rhombohedral R3-m (166) a = 5.083 Å, c = 25.002 Å LaNi5 hexagonal, P6/mmm (191) a = 5.016 Å, c = 3.980 Å (La, Mg)2Ni7 hexagonal, P63/mmc (194) a = 5.052 Å, c = 24.203 Å","1. Int. J. Hydrogen Energy, 2007, 32, 2488-2493.","303 K, 380 mAh/g",,Inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00709g1.png']
LiAlH4 catalyzed by TiF3,lithium alanate,Complex hydride,,"1. Int. J. Hydrogen Energy 2009, 34, 8079�8085 2. ???????? 2010, 31, 796-799",About 5.0 wt.% H2 can be released from TiF3-doped LiAlH4 after 18 h ball milling in the range of 60 ?�145 ?(heating rate 2 ?/min-1).,,"By ball milling LiAlH4 with 4 mol% TiF3 for 0.5 h, 2 h, 6 h and 18 h.",['http://www.hydrsm.csdb.cn/chuqing/00779g1.png']
Nanosized MgH2-0.1TiH2,Magnesium Hydride,Complex hydride,,"1. J. Am. Chem. Soc. 2009, 131, 15843�15852","563 K, 6 wt.%",,Prepared by ultrahigh-energy-high-pressure (13.8 MPa hydrogen pressure) mechanical milling,['http://www.hydrsm.csdb.cn/chuqing/00778g1.png']
[FeIII(Tp)(CN)3]2CoII,[FeIII(Tp)(CN)3]2CoII,"Porous material, physical forces, single-crystal","orthorhombic, (Ibam) a = 14.438 (3) Å, alpha = 90 deg. b = 18.437 (4) Å, beta = 90 deg. c = 12.997 (3) Å, gamma = 90 deg.","1. J. Am. Chem. Soc. 2010, 132, 912-913.","77 K, 1.0 bar: 32.2 cm3 g-1",,Solvent diffusion,['http://www.hydrsm.csdb.cn/chuqing/00777g1.png']
[Cu2(bza)4(pyz)]n,[Cu2(bza)4(pyz)]n,"Porous material, physical forces, single-crystal",,"1. J. Am. Chem. Soc. 2010, 132, 2862-2863.","77 K, 1.0 bar: 1.5 wt%.",,Solvothermal method,['http://www.hydrsm.csdb.cn/chuqing/00776g1.png']
"[Zn4O(2,6-ndc)(btb)4/3(def)16(H2O)9/2]",DUT-6,"Porous material, physical forces, single-crystal","Cubic, (Pm-3n) a = 30.245 (4) Å, alpha = 90 deg. b = 30.245 (4) Å, beta = 90 deg. c = 30.245 (4) Å, gamma = 90 deg.""","1. Angew. Chem. Int. Ed. 2009, 48, 9954-9957.","77 K, 60 bar: 60 mg/g (5.64 wt%)",,Solvothermal method,"['http://www.hydrsm.csdb.cn/chuqing/00773g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00773g2.png']"
MIL-100(Al)/Pd,MIL-100(Al)/Pd,"Porous material, physical forces, single-crystal",,"1. J. Am. Chem. Soc. 2010, 132, 2991-2997.","77 K, 4 MPa: 1.3 wt%; 298 K, 4 MPa: 0.35 wt%.",,Solvothermal method,['http://www.hydrsm.csdb.cn/chuqing/00775g1.png']
Co2(ad)2(CO2CH3)2 �2DMF� 0.5H2O,Bio-MOF-11,"Porous material, physical forces, single-crystal","Tetragonal, (I41/a) a = 15.4355(18) Å, alpha = 90 deg. b = 15.4355(18) Å, beta = 90 deg. c = 22.775(5) Å, gamma = 90 deg.","1. J. Am. Chem. Soc. 2010, 132, 38-39.","77 K, 1.0 bar: 1.5 wt%.",,Solvothermal method,"['http://www.hydrsm.csdb.cn/chuqing/00774g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00774g2.png', 'http://www.hydrsm.csdb.cn/chuqing/00774g3.png']"
CY800AN + 7.7 wt.% N,CY800AN + 7.7 wt.% N,,,"1. J. Am. Chem. Soc. 2009, 131, 16493�16499.","77 K, 20 bar: 4.1 wt.%.",,chemical vapor deposition (CVD),[]
CXFAET,CXFAET,,,"1. J. Am. Chem. Soc. 2009, 131, 16493�16499.","77 K, 20 bar: 6.3 wt.%.",,combination of liquid impregnation (LI) and chemical vapor deposition (CVD),[]
Ti0.7Zr0.5V0.2Mn0.1Ni1.7,Ti0.7Zr0.5V0.2Mn0.1Ni1.7,,"C15 Laves, NiTi, Cubic","1. Int. J. Hydrogen Energy, 2007, 32, 1050-1058.","323 K, 170 mAh/g",,Inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00750g1.png']
Ti0.7Zr0.5V0.2Mn0.4Ni1.4,Ti0.7Zr0.5V0.2Mn0.4Ni1.4,,"C14 Laves, hexagonal P63/mmc a = 4.9195 Å, c = 8.0102 Å NiTi, Cubic a = 3.0281 Å","1. Int. J. Hydrogen Energy, 2007, 32, 1050-1058.","323 K, 230 mAh/g",,Inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00749g1.png']
Ti0.7Zr0.5V0.2Mn0.7Ni1.1,Ti0.7Zr0.5V0.2Mn0.7Ni1.1,,"C14 Laves, hexagonal P63/mmc a = 4.9247 Å, c = 8.0172 Å NiTi, Cubic a = 3.0241 Å","1. Int. J. Hydrogen Energy, 2007, 32, 1050-1058.","323 K, 240 mAh/g",,Inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00748g1.png']
V54Ti20.5Cr18.1Fe6.4Mn1,V54Ti20.5Cr18.1Fe6.4Mn1,,"V-based BCC, Cubic Mn Ti-Mn-based","1. Mater. Sci. Eng. A, 2007, 459, 204-208.","298 K, 4 MPa, 2.5 wt%",,Arc melting,[]
Ti0.7Zr0.5V0.2Mn1.0Ni0.8,Ti0.7Zr0.5V0.2Mn1.0Ni0.8,,"C14 Laves, hexagonal P63/mmc a = 4.9322 Å, c = 8.0348 Å NiTi, Cubic a = 3.0205 Å","1. Int. J. Hydrogen Energy, 2007, 32, 1050-1058.","323 K, 325 mAh/g",,Inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00747g1.png']
V54.3Ti20.5Cr18.1Fe6.4Mn0.7,V54.3Ti20.5Cr18.1Fe6.4Mn0.7,,"V-based BCC, Cubic Mn","1. Mater. Sci. Eng. A, 2007, 459, 204-208.","298 K, 4 MPa, 3.1 wt%",,Arc melting,[]
Ti0.7Zr0.5V0.2Mn1.4Ni0.4,Ti0.7Zr0.5V0.2Mn1.4Ni0.4,,"C14 Laves, hexagonal P63/mmc a = 4.9181 Å, c = 8.0587 Å NiTi, Cubic a = 2.9938 Å","1. Int. J. Hydrogen Energy, 2007, 32, 1050-1058.","323 K, 400 mAh/g",,Inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00746g1.png']
V54.7Ti20.5Cr18.1Fe6.4Mn0.3,V54.7Ti20.5Cr18.1Fe6.4Mn0.3,,"V-based BCC, Cubic","1. Mater. Sci. Eng. A, 2007, 459, 204-208.","298 K, 4 MPa, 3.5 wt%",,Arc melting,['http://www.hydrsm.csdb.cn/chuqing/00743g1.png']
V54Ti20.5Cr18.1Fe6.4Ni1.0,V54Ti20.5Cr18.1Fe6.4Ni1.0,,"V-based BCC, Cubic FeCr""","1. Mater. Sci. Eng. A, 2007, 459, 204-208.","298 K, 4 MPa, 2.7 wt%",,Arc melting,[]
V54.5Ti20.5Cr18.1Fe6.4Ni0.5,V54.5Ti20.5Cr18.1Fe6.4Ni0.5,,"V-based BCC, Cubic FeCr","1. Mater. Sci. Eng. A, 2007, 459, 204-208.","298 K, 4 MPa, 3.2 wt%",,Arc melting,[]
CX700ET,CX700ET,,,"1. J. Am. Chem. Soc. 2009, 131, 16493�16499.","77 K, 20 bar: 5.1 wt.%.",,combination of liquid impregnation (LI) and chemical vapor deposition (CVD),[]
CY700ET,CY700ET,,,"1. J. Am. Chem. Soc. 2009, 131, 16493�16499.","77 K, 20 bar: 4.7 wt.%.",,combination of liquid impregnation (LI) and chemical vapor deposition (CVD),[]
CYFAET,CYFAET,,,"1. J. Am. Chem. Soc. 2009, 131, 16493�16499.","77 K, 20 bar: 4.5 wt.%.",,combination of liquid impregnation (LI) and chemical vapor deposition (CVD),[]
CM900AN + 6.2 wt.% N,CM900AN + 6.2 wt.% N,,,"1. J. Am. Chem. Soc. 2009, 131, 16493�16499.","77 K, 20 bar: 4.5 wt.%.",,chemical vapor deposition (CVD),[]
CMFAET,CMFAET,,,"1. J. Am. Chem. Soc. 2009, 131, 16493�16499.","77 K, 20 bar: 6.9 wt.%.",,combination of liquid impregnation (LI) and chemical vapor deposition (CVD),[]
CM850AN + 6.3 wt.% N,CM850AN + 6.3 wt.% N,,,"1. J. Am. Chem. Soc. 2009, 131, 16493�16499.","77 K, 20 bar: 5.4 wt.%.",,chemical vapor deposition (CVD),[]
CM800AN + 6.5 wt.% N,CM800AN + 6.5 wt.% N,,,"1. J. Am. Chem. Soc. 2009, 131, 16493�16499.","77 K, 20 bar: 5.7 wt.%.",,chemical vapor deposition (CVD),[]
Carbon + 0.75 wt.% H2O/THF,Carbon + 0.75 wt.% H2O/THF,,,"1. Int. J. hydrogen energy 2009, 34, 8583-8588.","270 K, 163 bar: 0.646 wt.%.",,soft-template technique,[]
CM750AN + 4.7 wt.% N,CM750AN + 4.7 wt.% N,,,"1. J. Am. Chem. Soc. 2009, 131, 16493�16499.","77 K, 20 bar: 6.4 wt.%.",,chemical vapor deposition (CVD),[]
Carbon + 0.5 wt.% H2O/THF,Carbon + 0.5 wt.% H2O/THF,,,"1. Int. J. hydrogen energy 2009, 34, 8583-8588.","270 K, 163 bar: 0.747 wt.%.",,soft-template technique,[]
Zn4O(NO2-BDC)1.19((C3H5O)2-BDC)1.07((C7H7O)2-BDC)0.74,MTV-MOF-5-EHI,"Porous material, physical forces, single-crystal",,"1. Science 2010, 327, 845-850.","77K, 1 atm: 156 cm3/g",,Solvothermal method,[]
